source,id,question,resolution_date,resolved_to,question_id
polymarket,0x0e85e94301db0e38e25f0650ab649c3a4485b5fc9734a8b6abf3d0da0ee6dd55,"Will Joe pardon Hunter Biden?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-joe-pardon-hunter-biden.",2024-12-15,1.0,polymarket_0x0e85e94301db0e38e25f0650ab649c3a4485b5fc9734a8b6abf3d0da0ee6dd55
polymarket,0x154efa11ed56deca4d0d06adf2bb711a420f5128f2a274be0d6631ed4380ca78,"Will four SpaceX Starship launches successfully reach outer space in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-four-spacex-starship-launches-successfully-reach-outer-space-in-2024.",2024-12-15,1.0,polymarket_0x154efa11ed56deca4d0d06adf2bb711a420f5128f2a274be0d6631ed4380ca78
polymarket,0xdf27fa31b9fa64575e07fa5af8cb7ff9a2b4e8bc60ffd116999c5eb8fb57945c,"Rege-Jean Page announced as next James Bond?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/regejean-page-announced-as-next-james-bond.",2024-12-15,0.0,polymarket_0xdf27fa31b9fa64575e07fa5af8cb7ff9a2b4e8bc60ffd116999c5eb8fb57945c
polymarket,0x9d1f0296f3a016727193d2b45704e0debc3b8048fe0715f8bb1e91550d321872,"Will Fed cut interest rates 4 times in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-fed-cut-interest-rates-4-times-by-dec-meeting.",2024-12-15,1.0,polymarket_0x9d1f0296f3a016727193d2b45704e0debc3b8048fe0715f8bb1e91550d321872
polymarket,0x278914894a4377e6c9aebe8372ce8e797d1c4f0f594d66667d25cfc9ae225a63,"Another actor announced as next James Bond actor?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/another-actor-announced-as-next-james-bond-actor.",2024-12-15,1.0,polymarket_0x278914894a4377e6c9aebe8372ce8e797d1c4f0f594d66667d25cfc9ae225a63
polymarket,0x79f846da98b7a015b9f60e9ac7623bb5abc8f3e20e93da5d5fcc0cf58d5a3fd5,"Aaron Taylor-Johnson announced as next James Bond?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/aaron-taylorjohnson-announced-as-next-james-bond.",2024-12-15,0.0,polymarket_0x79f846da98b7a015b9f60e9ac7623bb5abc8f3e20e93da5d5fcc0cf58d5a3fd5
polymarket,0x4a5b5f52c6e7f2af6b06462c92d12ea7bd1662c87be11828da0722ff32373b36,"Fed rate hike in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/fed-rate-hike-in-2024.",2024-12-15,0.0,polymarket_0x4a5b5f52c6e7f2af6b06462c92d12ea7bd1662c87be11828da0722ff32373b36
polymarket,0xf80032ad5496e997beb357f01e9fe69382d7c755cde2352eba37410db006c21d,"Will 'Dune: Part 2' gross most in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-dune-part-2-gross-most-in-2024.",2024-12-15,0.0,polymarket_0xf80032ad5496e997beb357f01e9fe69382d7c755cde2352eba37410db006c21d
polymarket,0x0ebf9290c87facccf4b0d646b175e66cdeddd3d6fc887aee32b88a04e34ce939,"Tether Insolvent in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/tether-insolvent-in-2024.",2024-12-15,0.0,polymarket_0x0ebf9290c87facccf4b0d646b175e66cdeddd3d6fc887aee32b88a04e34ce939
polymarket,0xebd09819ef04d3d8c255e4012c96bb7d4e37315d0b96e8d9ec82c1ad010799d4,"Will Ethereum hit $15k in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-ethereum-hit-15k-in-2024.",2024-12-15,0.0,polymarket_0xebd09819ef04d3d8c255e4012c96bb7d4e37315d0b96e8d9ec82c1ad010799d4
polymarket,0x1ab07117f9f698f28490f57754d6fe5309374230c95867a7eba572892a11d710,"Will 'Inside Out 2' gross most in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-inside-out-2-gross-most-in-2024.",2024-12-15,1.0,polymarket_0x1ab07117f9f698f28490f57754d6fe5309374230c95867a7eba572892a11d710
polymarket,0xefc3ed55ea013e7f75ad53fa9670d704dba5428417d38a37232092f60ace44fd,"Will five or more SpaceX Starship launches successfully reach outer space in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-five-or-more-spacex-starship-launches-successfully-reach-outer-space-in-2024.",2024-12-15,0.0,polymarket_0xefc3ed55ea013e7f75ad53fa9670d704dba5428417d38a37232092f60ace44fd
polymarket,0x715a00736b0e47286256eed499755204dc6750942c262ef79624579b4dfa04a1,"Meissner effect confirmed near room temperature?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/meissner-effect-confirmed-near-room-temperature.",2024-12-15,0.0,polymarket_0x715a00736b0e47286256eed499755204dc6750942c262ef79624579b4dfa04a1
polymarket,0x4b1741127012a0e4d884c65fbb01628778dc03486dd6c55cefce972950db93a4,"Doge ETF approved in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/doge-etf-approved-in-2024.",2024-12-15,0.0,polymarket_0x4b1741127012a0e4d884c65fbb01628778dc03486dd6c55cefce972950db93a4
polymarket,0xc7599c7b33b64f891750b57439384d163f547600fed4a6007918751f8f37740d,"No Ethereum all time high in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/no-ethereum-all-time-high-in-2024.",2024-12-15,1.0,polymarket_0xc7599c7b33b64f891750b57439384d163f547600fed4a6007918751f8f37740d
polymarket,0xd2d4628c6119f20763ac855b54db1fbb408b518d81bbed249bf5b09fb72f4537,"OpenAI announces it has achieved AGI in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-openai-announce-it-has-achieved-agi-in-2024.",2024-12-15,0.0,polymarket_0xd2d4628c6119f20763ac855b54db1fbb408b518d81bbed249bf5b09fb72f4537
polymarket,0xbb9312495200f165c8e5ea714a2286d1a8f840fe1e50d91c7f82cd1762fb2656,"Cosmo Jarvis announced as next James Bond?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/cosmo-jarvis-announced-as-next-james-bond.",2024-12-15,0.0,polymarket_0xbb9312495200f165c8e5ea714a2286d1a8f840fe1e50d91c7f82cd1762fb2656
polymarket,0xa05e93dbcfefc56ee0ab0151512dccaae63840650eaae9ed8a89d5dcbe238f22,"Will Satoshi Nakamoto's identity not be proven in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-satoshi-nakamotos-identity-not-be-proven-in-2024.",2024-12-15,1.0,polymarket_0xa05e93dbcfefc56ee0ab0151512dccaae63840650eaae9ed8a89d5dcbe238f22
polymarket,0x62c1c246437874dc270d9d9019b6228532a394ea2a6ffa36190c7075a2732ae6,"Will 'Furiosa: A Mad Max Saga' gross most in 2024?

Resolution Criteria: Resolves to the outcome of the question found at https://polymarket.com/market/will-furiosa-a-mad-max-saga-gross-most-in-2024.",2024-12-15,0.0,polymarket_0x62c1c246437874dc270d9d9019b6228532a394ea2a6ffa36190c7075a2732ae6
wikipedia,6227c48a37c20188a81f2c1b25fd1a991467c7871710adaa58466c0bd780a742,"According to Wikipedia, will Arjun Erigaisi have a FIDE ranking on 2024-12-15 as high or higher than their ranking on 2024-12-08?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-12-15,1.0,wikipedia_6227c48a37c20188a81f2c1b25fd1a991467c7871710adaa58466c0bd780a742
wikipedia,845581b74c2a3c6e656427871e89fcd0458d782248baaf1d56e13cdb0651c67a,"According to Wikipedia, will Vaishali Rameshbabu have an Elo rating on 2024-12-15 that's at least 1% higher than on 2024-12-08?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-12-15,0.0,wikipedia_845581b74c2a3c6e656427871e89fcd0458d782248baaf1d56e13cdb0651c67a
wikipedia,bfa6b327d587f5dce2600cf2a858cc901aa4f0856afb2b2ac36105a227280b73,"According to Wikipedia, will Maxime Vachier-Lagrave have a FIDE ranking on 2024-12-15 as high or higher than their ranking on 2024-12-08?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-12-15,1.0,wikipedia_bfa6b327d587f5dce2600cf2a858cc901aa4f0856afb2b2ac36105a227280b73
wikipedia,25ae06cda2a115dcb46cbf0fc6bbe6975bfb3212b489e26634b6087d7163f0a5,"According to Wikipedia, will a vaccine have been developed for Tularemia by 2024-12-15?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-12-15,0.0,wikipedia_25ae06cda2a115dcb46cbf0fc6bbe6975bfb3212b489e26634b6087d7163f0a5
wikipedia,400645f89b7f8e0ea2c080c5b3dfa0e304b97fe03c04ce97ec60e1e9903281d6,"According to Wikipedia, will a vaccine have been developed for Fusobacterium infection by 2024-12-15?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-12-15,0.0,wikipedia_400645f89b7f8e0ea2c080c5b3dfa0e304b97fe03c04ce97ec60e1e9903281d6
wikipedia,ccb75c44436ebc9d35d79e03799e81be999dde80d339866b8ca81c3a125f41bb,"According to Wikipedia, will Wei Yi have a FIDE ranking on 2024-12-15 as high or higher than their ranking on 2024-12-08?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-12-15,1.0,wikipedia_ccb75c44436ebc9d35d79e03799e81be999dde80d339866b8ca81c3a125f41bb
wikipedia,64a2f13b54dc91d5869907852cd6792941a530300de5c0ca9de055879af31502,"According to Wikipedia, will a vaccine have been developed for Murine typhus (Endemic typhus) by 2024-12-15?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-12-15,0.0,wikipedia_64a2f13b54dc91d5869907852cd6792941a530300de5c0ca9de055879af31502
wikipedia,d9367995f33b1ce8276658ff68100030ed007cedfdc0e29cc1e70868ac7c2a5b,"According to Wikipedia, will a vaccine have been developed for Psittacosis by 2024-12-15?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-12-15,0.0,wikipedia_d9367995f33b1ce8276658ff68100030ed007cedfdc0e29cc1e70868ac7c2a5b
wikipedia,7b7a730c70c28c718432769ece59b4227d805ae20a4e4ee71ec62c8ef3915ead,"According to Wikipedia, will a vaccine have been developed for Trichinosis by 2024-12-15?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/List_of_infectious_diseases on the resolution date.",2024-12-15,0.0,wikipedia_7b7a730c70c28c718432769ece59b4227d805ae20a4e4ee71ec62c8ef3915ead
wikipedia,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587,"According to Wikipedia, will Harika Dronavalli have a FIDE ranking on 2024-12-15 as high or higher than their ranking on 2024-12-08?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-12-15,1.0,wikipedia_ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587
wikipedia,cd6801b8a20588d4cdac5d6f486b2b61e70ded89ed9bb2ecc65f4812fe432586,"According to Wikipedia, will Shakhriyar Mamedyarov have a FIDE ranking on 2024-12-15 as high or higher than their ranking on 2024-12-08?

Resolution Criteria: Resolves to the value calculated from https://en.wikipedia.org/wiki/FIDE_rankings on the resolution date.",2024-12-15,1.0,wikipedia_cd6801b8a20588d4cdac5d6f486b2b61e70ded89ed9bb2ecc65f4812fe432586
